id	legalName	ateco	region	description
705	BIESSE S.P.A.	28	Marche	Costruzione e commercializzazione di macchine utensili a controllo numerico e centri di lavoro per la lavorazione di legno, vetro, pietra, materiali plastici, metalli e leghe. Progettazione, produzione e assemblaggio di linee di automazione industriale, sistemi CNC, componentistica meccatronica e utensili diamantati sinterizzati. Integrazione e sviluppo di sistemi software per il monitoraggio operazionale e la gestione dei macchinari. Erogazione di interventi di assistenza tecnica, manutenzione ordinaria e fornitura di ricambi per macchinari industriali.
706	CHIAPPAROLI LOGISTICA S.P.A.	52	Lombardia	L'azienda opera nella logistica per terzi, svolgendo attività di magazzinaggio, deposito, custodia, stoccaggio e operazioni complementari per prodotti farmaceutici e beni di largo consumo. La struttura logistica comprende impianti per il confezionamento secondario dei farmaci e sistemi per il monitoraggio della temperatura e il controllo ambientale, integrati in infrastrutture per il trasporto multimodale. Vengono adottate tecnologie RFID per la tracciabilità dei flussi di distribuzione e per la gestione personalizzata degli ordini, in conformità con le esigenze operative del settore.
707	HAPPY CASA STORE S.R.L.	47	Puglia	L'azienda opera nella commercializzazione all'ingrosso e al dettaglio di prodotti non alimentari, concentrando l'attività su articoli per l'arredo domestico e da giardino, elettrodomestici, mobili, complementi d'arredo, articoli per il bricolage, materiale elettrico ed elettronico, nonché dispositivi per la pulizia e l'igiene degli ambienti. L'offerta include segmenti quali articoli per l'arredo di ambienti interni ed esterni, attrezzature per il giardinaggio, articoli specifici per il settore scolastico e spazi pubblici, integrata da piattaforma commerciale online per la gestione della rete retail. L'attività si configura attraverso operazioni di acquisto, produzione e commercializzazione di un assortimento diversificato, evidenziato da partecipazioni a gare pubbliche per la fornitura di prodotti quali materiale igienico-sanitario, arredi per ambienti istituzionali, attrezzature per cucine e articoli destinati all'infanzia.
708	ESSILORLUXOTTICA ITALIA S.P.A.	47	Lombardia	La società opera nel commercio al dettaglio di materiale ottico e fotografico, specializzandosi nella produzione e distribuzione di lenti oftalmiche. Vengono realizzate lenti monofocali per visione specifica, lenti progressive e soluzioni per ambienti interni, nonché prodotti dedicati a segmenti giovanili attraverso l'impiego di materiali specifici. La gamma comprende lenti fotocromatiche, lenti polarizzate, trattamenti antiriflesso, soluzioni per la protezione dalla luce blu, lenti colorate e lenti prismatiche. L'attività tecnica include la fornitura di ausili ottici e strumentazioni, quali telescopi, microscopi, binocoli, cannocchiali, dispositivi display per il braille e ausili video ingranditori, oltre ad altri strumenti ottici per applicazioni specifiche, evidenziata anche dalla partecipazione a gare pubbliche per l'acquisto di apparecchiature ottiche e strumentali.
709	UNICOOP TIRRENO SOCIETA' COOPERATIVA	47	Toscana	L'organizzazione opera nella gestione della grande distribuzione alimentare e nel commercio al dettaglio non specializzato mediante una rete di esercizi commerciali con differenti configurazioni. La rete include punti vendita di diversa dimensione, che commercializzano generi alimentari freschi e confezionati, nonché beni di largo consumo per la casa e la persona. Sono svolte attività di fornitura integrata e contrattualizzazione per l'approvvigionamento di prodotti alimentari destinati a strutture sociali, nonché incarichi per la rilevazione dei prezzi al dettaglio e la gestione di sistemi per la distribuzione dei pasti in contesti istituzionali. L'organizzazione ha inoltre realizzato progetti di project financing finalizzati alla progettazione, realizzazione e gestione di impianti di distribuzione carburanti con impianti di pompa bianca e implementa soluzioni digitali per la gestione degli ordini a distanza.
710	2I RETE GAS S.P.A.	35	Lombardia	L'azienda opera nel settore della distribuzione di gas naturale mediante condotte, focalizzandosi sulla gestione, installazione, manutenzione e realizzazione di reti di distribuzione di gas metano e altri gas combustibili. L'attività tecnica comprende la progettazione e costruzione di impianti e infrastrutture di rete, l'installazione e la manutenzione tecnica ordinaria e straordinaria degli impianti, la misurazione dei consumi tramite dispositivi di rilevazione e l'implementazione di interventi di estensione e riallineamento delle reti di distribuzione. L'operatività si configura in un insieme di attività di realizzazione, gestione tecnica e interventi infrastrutturali finalizzati al funzionamento delle reti di trasporto del gas.
711	KCS CAREGIVER COOPERATIVA SOCIALE	87	Lombardia	L'organizzazione opera nella gestione di strutture socio-assistenziali residenziali, con particolare focalizzazione sulla fornitura di assistenza infermieristica in ambito residenziale per anziani, integrata da servizi di assistenza domiciliare. L'attività comprende la progettazione, la gestione e l'erogazione di interventi organizzativi per strutture di cura, inclusi la preparazione e la distribuzione di pasti, la manutenzione tecnica, i servizi di pulizia, sanificazione e lavanderia, nonché l'integrazione di supporti logistici e amministrativi. Sono documentate partecipazioni a procedure pubbliche per l'affidamento e la gestione integrata di servizi socio-sanitari e alberghieri in strutture residenziali e semi-residenziali.
712	INTICOM S.P.A.	46	Lombardia	L'azienda opera nel commercio all'ingrosso di camicie, abbigliamento intimo, maglieria e articoli correlati. L'offerta comprende linee di abbigliamento suddivise in segmenti per il mercato maschile, femminile e infantile, con prodotti quali lingerie, intimo per il riposo, capi casual, capi sportivi e costumi da bagno. Le operazioni aziendali includono la progettazione, la produzione e la distribuzione di tali articoli, finalizzate alla commercializzazione all'ingrosso.
713	ENI PLENITUDE S.P.A. SOCIETA' BENEFIT	35	Lombardia	L'azienda opera nella commercializzazione di gas naturale distribuito mediante condotte e nella fornitura di energia elettrica. Le attività comprendono la gestione degli impianti fotovoltaici mediante applicazioni mobili, l'installazione e il monitoraggio di infrastrutture per la produzione di energia elettrica da fonti rinnovabili e la realizzazione di impianti per la distribuzione del gas. L'operatività si estende alla fornitura e all'approvvigionamento di gas e elettricità in ambito pubblico e privato, con un coinvolgimento tecnico nella progettazione e nella manutenzione degli impianti, nonché nella partecipazione a gare per contratti di fornitura di gas naturale ed energia elettrica.
714	AZIENDA MUNICIPALE IGIENE URBANA PUGLIA S.P.A.	38	Puglia	Azienda attiva nella raccolta, nel trasporto e nel conferimento di rifiuti solidi urbani non pericolosi mediante impianti di selezione multimateriale e processi di tritovagliatura e biostabilizzazione. L'attività comprende operazioni di spazzamento meccanico e manuale, lavaggio strade, derattizzazione, disinfestazione, disinfezione e diserbo, nonché operazioni di intermediazione e commercio di rifiuti senza detenzione.
715	KYNDRYL ITALIA S.P.A.	62	Lombardia	L'azienda svolge attività di sviluppo, progettazione, realizzazione, produzione, installazione, trasformazione e manutenzione di elaboratori elettronici, software e sistemi integrati. L'operatività tecnica comprende la creazione e l'implementazione di architetture IT complesse, la gestione operativa di data center e infrastrutture on premise, nonché la migrazione di applicativi in ambienti cloud pubblici, privati e ibridi. Le attività includono la configurazione e il monitoraggio di reti informatiche, l'esecuzione di interventi specialistici per la manutenzione e il supporto tecnico dei sistemi mission-critical, la gestione della connettività hardware e software e l'adozione di soluzioni per il disaster recovery. Queste operazioni si articolano nell'integrazione di piattaforme di elaborazione dati e nella realizzazione di sistemi di management per ambienti IT complessi.
716	VOLKSWAGEN GROUP ITALIA SOCIETA PER AZIONI (OPPURE - IN FORMA ABBREVIATA - VOLKSWAGEN GROUP ITALIA S.P.A.)	45	Veneto	L'azienda opera nel settore dell'automotive concentrandosi sul commercio all'ingrosso e al dettaglio di autovetture e di autoveicoli leggeri. Le attività comprendono la commercializzazione di veicoli passeggeri e commerciali, nonché la fornitura di automezzi per enti pubblici e società, con specifici allestimenti per servizi di ordine pubblico e viabilità. L'offerta comprende diverse tipologie di veicoli, quali berline, SUV, modelli elettrici e ibridi, accompagnati da componenti specifici, ricambi e accessori tecnici. Le operazioni documentate includono procedure di fornitura per automezzi destinati a configurazioni particolari, quali veicoli per polizia stradale, mezzi ad uso promiscuo, furgoni per servizi viabilità e veicoli dotati di attrezzature per l'installazione di sistemi a metano.
717	SMURFIT WESTROCK ITALIA S.P.A.	17	Lombardia	L'azienda opera nella produzione di imballaggi in cartone ondulato mediante l'impiego di tecnologie quali l'ondulazione, la fustellatura, il taglio, la stampa flessografica e offset, l'incollaggio, l'accoppiatura, la piegatura, la formatura e la cucitura. Le linee produttive prevedono la trasformazione di carta da macero in fogli di cartone ondulato e accoppiato, nonché la realizzazione di scatole, fustellati, tubi e astucci in cartoncino. I processi produttivi si strutturano in fasi sequenziali che comprendono anche operazioni di imballaggio, stoccaggio e spedizione, con l'impiego di linee di confezionamento manuale e automatico.
718	ANAS - SOCIETA' PER AZIONI	52	Lazio	L'azienda opera nella gestione tecnica della rete stradale e autostradale nazionale, eseguendo interventi di manutenzione programmata sugli asset infrastrutturali, realizzazione e riqualificazione di infrastrutture viarie, inclusi ponti, gallerie e viadotti, e controllo dell'esecuzione dei lavori affidati in regime di concessione. L'attività comprende l'acquisto, la costruzione, la conservazione e il miglioramento dei beni immobili e mobili destinati al servizio della rete viaria, nonché studi tecnici, progettazione esecutiva e consulenze specialistiche in ambito ingegneristico per interventi infrastrutturali. L'organizzazione adotta sistemi di monitoraggio e analisi del rischio per il controllo e la verifica delle condizioni strutturali delle infrastrutture stradali.
719	AMAZON ITALIA LOGISTICA S.R.L.	52	Lombardia	L'azienda opera nel settore della logistica per la distribuzione delle merci, concentrandosi sulla gestione dei flussi merceologici attraverso infrastrutture dedicate al trasporto e alla consegna. L'attività include la coordinazione di operatori multimodali e spedizionieri in ambito B2B e B2C, supportata dall'impiego di sistemi informatici per il monitoraggio e l'ottimizzazione dei processi logistici. In ambito tecnico, l'azienda ha partecipato a gare per la fornitura di componenti informatici, hardware specialistico e strumenti per il telerilevamento, nonché per la manutenzione e l'upgrade di infrastrutture tecnologiche.
720	VALENTINO S.P.A.	14	Lombardia	L'azienda opera nel settore della moda attraverso la progettazione, modellazione e produzione di capi di abbigliamento ready-to-wear per uomo e per donna, escludendo la produzione di abbigliamento in pelliccia. Le attività comprendono l'elaborazione di collezioni di capi, la realizzazione di accessori in pelle, la produzione di borse e calzature e l'erogazione di servizi di design stilistico finalizzati allo sviluppo delle linee prodotto per il mercato del retail e del lusso.
721	AUTOGRILL ITALIA S.P.A.	56	Piemonte	L'azienda opera nella gestione integrata della somministrazione al pubblico in punti di ristorazione ubicati in contesti ad alto transito, impiegando modalità operative quali bar-snack, quick service, table service e self service. L'attività comprende la gestione di punti di ristoro in aree di transito, nonché l'erogazione di contratti per la distribuzione di prodotti carbolubrificanti e la fornitura di mensa diffusa per dipendenti. In aggiunta, vengono eseguiti servizi di technical project management e la gestione di impianti per la climatizzazione, l'energia fotovoltaica e geotermica.
722	TOYOTA MATERIAL HANDLING MANUFACTURING ITALY S.P.A.	28	Emilia-Romagna	L'azienda opera nella produzione di macchinari per la movimentazione materiali. La linea produttiva comprende carrelli elevatori elettrici e a combustione, gru, argani, verricelli manuali e motorizzati, trasbordatori e piattaforme girevoli. L'attività produttiva prevede fasi di progettazione, saldatura, verniciatura, assemblaggio e collaudo per la realizzazione di macchinari mobili e semoventi destinati al trasporto e al sollevamento di materiale. L'azienda integra in modo concreto la fabbricazione di componentistica e accessori, unità di alimentazione tramite sistemi a batterie agli ioni di litio, batterie al piombo e celle a combustibile, e la gestione operativa del magazzino ricambi. Le operazioni includono inoltre il settore del commercio e del noleggio di macchinari per uso industriale e civile.
723	VERSALIS S.P.A.	20	Lombardia	Attività di fabbricazione di prodotti chimici primari mediante steam cracking, polimerizzazione in reattore ad alta pressione e procedure catalitiche. Produzione di intermedi quali etilene, propilene, stirene monomero, polistirene, composti azotati, materie plastiche in forme primarie e gomme sintetiche. Gestione operativa di processi di distillazione, idrogenazione e disproporzionamento selettivo, nonché di operazioni logistiche per il confezionamento, stoccaggio e movimentazione di materie prime e prodotti finiti. Ingegnerizzazione di impianti chimici e implementazione di laboratori dedicati al controllo qualità di materie prime, intermedi e prodotti finali.
724	AUTHENTICA S.P.A.	56	Umbria	L'azienda sviluppa operazioni di ristorazione collettiva caratterizzate dalla gestione di cicli integrati di preparazione, cottura, confezionamento e distribuzione del vitto per strutture ospedaliere, enti scolastici e contesti aziendali. Le attività operative includono la gestione di mensa mediante modalità operative differenziate (fresco-caldo, refrigerato) e l'organizzazione di servizi integrati di supporto alle funzioni d'ufficio. Sono inoltre eseguite operazioni di pulizia generale, non specializzata, per edifici di vario tipo, quali uffici, abitazioni, stabilimenti produttivi, punti vendita e istituzioni pubbliche. L'attività tecnica si configura attraverso la stipula e l'esecuzione di contratti di affidamento derivanti da procedure pubbliche per la ristorazione collettiva e aziendale.
725	FELTRINELLI S.P.A.	47	Lombardia	L'azienda opera nell'amministrazione e gestione di esercizi specializzati nel commercio al dettaglio di libri nuovi, riviste e supporti audio e video. L'attività si caratterizza per la gestione di reti di punti vendita che distribuiscono titoli editoriali in formato cartaceo e digitale, includendo edizioni monografiche, supporti multimediali, e materiali correlati. L'infrastruttura operativa comprende anche una piattaforma per il commercio elettronico finalizzata alla vendita di libri, eBook e audiolibri. Sono documentate forniture attraverso procedure pubbliche per l'acquisto di buoni libro, gift card e risorse multimediali, consolidando l'offerta nel settore della distribuzione di prodotti editoriali specialistici.
726	VENEZIANA ENERGIA RISORSE IDRICHE TERRITORIO AMBIENTE SERVIZI - V.E.R.I.T.A.S. S.P.A.	38	Veneto	La struttura opera nella gestione integrata del ciclo rifiuti mediante raccolta differenziata con centri fissi e mobili, selezione automatizzata e manuale, trasporto, intermediazione e commercio di rifiuti senza detenzione, trattamento e smaltimento dei rifiuti urbani, speciali e pericolosi, nonché attività di recupero materiali. Vengono gestiti impianti per il recupero dei rifiuti non pericolosi tramite selezione meccanica e manuale, stazioni di travaso, impianti di incenerimento con produzione di CSS, trattamento fanghi ed esecuzione di bonifiche ambientali. In ambito idrico sono eseguite operazioni di captazione, sollevamento, potabilizzazione e distribuzione dell'acqua primaria, oltre alla raccolta, trasporto, sollevamento ed epurazione delle acque reflue, comprensive della gestione infrastrutturale e delle attività di spurgo e pulizia industriale. Le attività integrano inoltre la gestione tecnica degli impianti relativi al trattamento degli ambienti cimiteriali e del verde pubblico, e comprendono operazioni di pulizia meccanizzata e manuale in aree urbane e costiere, nonché attività di autotrasporto, anche per conto terzi, e analisi chimiche. 
727	WOLTERS KLUWER ITALIA S.R.L.	58	Lombardia	L'azienda esercita attività editoriali comprendenti l'edizione di riviste e periodici, la pubblicazione di testi e opere e l'organizzazione di eventi istituzionali. Esegue l'approntamento e la commercializzazione di soluzioni informatiche, includendo lo sviluppo e la distribuzione di software per la gestione della contabilità, il controllo della compliance fiscale e il monitoraggio della normativa legislativa. L'offerta prevede la fornitura di applicazioni per la gestione documentale e l'accesso a banche dati normative tramite piattaforme on-premises, cloud e modelli software as a service, nonché l'integrazione di sistemi per la gestione dei dati in ambito legale, fiscale e contabile.
728	FRIUL INTAGLI INDUSTRIES S.P.A.	31	Friuli-Venezia Giulia	L'azienda opera nella fabbricazione di componenti per mobili e mobili in kit mediante lavorazioni meccaniche del legno. La produzione si articola in fasi tecniche di assemblaggio, verniciatura, tranciatura, trattamento del veneer, imballaggio, immagazzinamento e spedizione. Le linee produttive realizzano strutture modulari e componenti specifici riservati al settore dell'arredamento per il mercato retail e consumer goods.
729	DE VIZIA TRANSFER S.P.A.	38	Piemonte	L'azienda opera nella realizzazione e gestione di trasporti industriali e montaggi impiantistici, eseguendo operazioni di disinfezione, disinfestazione, pulizia, derattizzazione e sanificazione in ambito industriale. Svolge attività di raccolta, trasporto, stoccaggio provvisorio e conferimento di rifiuti solidi urbani, rifiuti pericolosi, rifiuti speciali assimilabili e rifiuti tossici, realizzando impianti di raccolta differenziata con modalità porta a porta e configurando isole ecologiche per la gestione integrata dei rifiuti. L'azienda fornisce attrezzature per l'igiene urbana e si occupa dell'installazione, trasformazione, ampliamento e manutenzione di impianti elettrici, elettronici, di riscaldamento, idrosanitari, a gas, di sollevamento e di protezione antincendio. Sono documentate attività di bonifica di beni contenenti amianto e di siti contaminati, nonché operazioni di raccolta e trasporto di rifiuti pericolosi destinati al recupero. Ulteriori operazioni comprendono la movimentazione, il carico, lo scarico e il trasporto di materiali e prodotti, con servizi integrati di logistica, packaging e gestione magazzino, l'esecuzione di lavori di demolizione per edifici civili e la manutenzione di aree verdi.
730	BAIA CAMPING VILLAGE S.P.A.	55	Lombardia	L'azienda opera nella gestione di aree di campeggio e strutture ricettive extra-alberghiere, con particolare attenzione all'organizzazione di villaggi turistici e camping. Le attività comprendono la predisposizione e l'erogazione di alloggi di diversa tipologia, quali tende, bungalow e mobil-home. L'offerta commerciale include inoltre la distribuzione di articoli tessili, calzature specifiche per attività estive e accessori per il tempo libero, compresi articoli destinati all'utilizzo in spiaggia, kit da viaggio e beauty case.
731	GRIMALDI EUROMED S.P.A.	50	Sicilia	L'azienda opera nel settore del trasporto marittimo e costiero merci, eseguendo operazioni di movimentazione di autovetture, van, camion, trailer, container e carichi generali attraverso imbarcazioni specializzate. La flotta comprende unità proprietarie e noleggiate, configurate per il trasporto integrato di merci e passeggeri. L'attività armatoriale si caratterizza per l'impiego di infrastrutture portuali e sistemi di gestione terminal, volti a coordinare operazioni di carico e scarico, e per l'esecuzione di affidamenti pubblici relativi a servizi di trasporto marittimo con obblighi di servizio pubblico su rotte costiere e interportuali.
732	PASTIFICIO RANA S.P.A.	10	Veneto	L'azienda opera nella produzione industriale di paste alimentari. L'attività produttiva comprende la trasformazione di materie prime in paste secche, fresche e con ripieno, nonché la realizzazione di prodotti derivati dalla lavorazione di farine e ingredienti alimentari per la produzione di alimenti farinacei similari. Le linee produttive includono impianti di lavorazione e sistemi di confezionamento per prodotti di pasta, preparati culinari e sughi, formulati senza l'impiego di semilavorati precotti. Sono documentate operazioni nell'ambito di bandi pubblici attribuiti alla gestione e al recupero di rifiuti speciali, imballaggi in carta e cartone e materiali ferrosi.
733	"""AEROPORTI DI ROMA S.P.A"" IN FORMA ABBREVIATA ""ADR S.P.A"""	52	Lazio	L'azienda opera nel settore della gestione aeroportuale, gestendo due scali principali. Le attività comprendono la pianificazione, la progettazione, la realizzazione e la messa in esercizio di infrastrutture aeroportuali, la conduzione delle operazioni relative al controllo dei voli, al monitoraggio dei flussi passeggeri e bagagli, e alla gestione e manutenzione degli impianti, incluse le reti ICT e gli impianti ambientali. L'attività operativa include la gestione dei sistemi di sicurezza e controllo operativi, la manutenzione degli impianti di deicing, il sollevamento degli aeromobili, e il coordinamento delle opere infrastrutturali. Vengono altresì gestiti gli asset relativi al catasto, al Building Information Modelling (BIM) e alla distribuzione di energia elettrica negli spazi aeroportuali, unitamente alle funzioni di procurement e reporting dei contratti passivi e della gestione del magazzino.
734	LA RINASCENTE S.P.A	47	Lombardia	L'azienda opera come grande magazzino nel settore retail, concentrandosi sulla distribuzione al dettaglio di prodotti tessili e moda. L'offerta comprende articoli di abbigliamento, calzature, articoli di pelletteria, accessori moda, prodotti cosmetici e articoli per l'arredamento, inclusi complementi d'illuminazione e utensili per tavola. L'organizzazione commerciale integra canali vendita in-store e piattaforme e-commerce, supportata da una supply chain finalizzata alla gestione di assortimenti diversificati in ambito moda e design.
735	"""TERNA - RETE ELETTRICA NAZIONALE SOCIETA' PER AZIONI"" (IN FORMA ABBREVIATA ""TERNA S.P.A."")"	35	Lazio	L'operatore gestisce la rete di trasmissione elettrica nazionale mediante la progettazione, la realizzazione, la manutenzione e la gestione operativa di infrastrutture in alta e altissima tensione. L'attività prevede il dispacciamento dell'energia elettrica, la gestione delle connessioni per impianti di produzione e consumo e l'implementazione di sistemi informativi per il monitoraggio del mercato elettrico. Sono eseguiti interventi di pianificazione e coordinamento dei flussi elettrici, comprensivi della predisposizione e della valutazione delle richieste di connessione per impianti con potenza rilevante, e la realizzazione di opere infrastrutturali come l'interramento di elettrodotti e la variazione progettuale delle linee elettriche.
736	RIVA ACCIAIO S.P.A.	24	Lombardia	Azienda siderurgica impegnata nella produzione di semilavorati in acciaio mediante processi quali fusione, affinazione, degasaggio, colata continua e laminazione a caldo. Le attività prevedono l'elaborazione di prodotti lunghi quali billette, blumi, barre e fette, con ulteriori lavorazioni a freddo che includono raddrizzatura, trafilatura, pelatura e rettifica. I processi produttivi sono applicati ad acciai al carbonio e legati e comprendono fasi di ricevimento del rottame, fusione, affinazione e colata continua seguite da laminazione a caldo e trattamenti termici.
737	SCHNEIDER ELECTRIC S.P.A.	27	Lombardia	L'azienda opera nella fabbricazione di apparecchiature per la distribuzione elettrica e il controllo dei sistemi elettrici. L'attività si articola nella produzione di componenti elettromeccanici, quadri elettrici e interruttori di bassa e media tensione, unitamente all'implementazione di dispositivi per il telecontrollo e il monitoraggio dei parametri elettrici. L'offerta tecnica comprende inoltre l'erogazione di servizi di manutenzione e assistenza tecnica su impianti elettrici e piattaforme di gestione della distribuzione, con una proposta integrata che abbraccia la produzione e il supporto su sistemi industriali di controllo.
738	IPER MONTEBELLO S.P.A.	47	Lombardia	Operante nel settore della grande distribuzione organizzata, l'azienda gestisce ipermercati e piattaforme di commercio elettronico al dettaglio per la fornitura di generi alimentari e articoli non alimentari. L'assortimento comprende prodotti alimentari quali piatti pronti, produzioni da forno, pasticceria e alimenti formulati per specifiche esigenze nutrizionali, unitamente a componenti per elettronica, attrezzature per telecomunicazioni ed elettrodomestici. L'azienda dispone di reparti interni per panetteria e gastronomia e organizza strutture di ristorazione commerciale per la preparazione e somministrazione di pasti, nonché sistemi digitali per la gestione della documentazione fiscale mediante scontrini in formato QR code. Le attività si articolano sui canali B2B e B2C e includono la fornitura di generi alimentari in contesti di emergenza e supporto a interventi di solidarietà alimentare.
739	"ANTEO IMPRESA COOPERATIVA SOCIALE, SIGLABILE ""ANTEO IMPRESA SOCIALE"", SIGLABILE ANCHE ""ANTEO COOPERATIVA SOCIALE ONLUS"", SIGLABILE ANCHE ""ANTEO COOP. SOC."""	87	Piemonte	La società opera nell'erogazione di assistenza sociosanitaria in regime residenziale rivolta ad anziani, persone con disabilità e soggetti con patologie psichiatriche, gestendo strutture infermieristiche e residenze sanitarie assistenziali. L'impresa provvede alla fornitura di assistenza a domicilio e presso centri diurni, in collaborazione con strutture qualificate, e gestisce l'erogazione di servizi socio-educativi e riabilitativi in contesti residenziali e semi-residenziali. L'attività comprende inoltre la progettazione e la realizzazione di edifici residenziali e non residenziali, oltre alla gestione di operazioni di commercio al dettaglio in ambito di chincaglieria e bigiotteria. La partecipazione a bandi pubblici è documentata tramite l'affidamento di contratti per il servizio infermieristico, il supporto socio-educativo e la gestione di attività assistenziali e alberghiere in strutture sanitarie.
740	BORELLO S.R.L.	47	Piemonte	L'azienda opera nel settore della grande distribuzione organizzata attraverso una rete di punti vendita specializzata nella vendita al dettaglio. L'attività comprende il commercio di prodotti alimentari freschi, inclusi ortofrutta, carne, pesce, prodotti da forneria e gastronomia, nonché la commercializzazione di prodotti non alimentari, tra cui articoli di drogheria, prodotti per la pulizia degli ambienti e per l'igiene personale, articoli casalinghi, materiale elettrico e articoli destinati all'intrattenimento infantile.
741	SERVICE KEY S.P.A.	81	Lombardia	L'azienda eroga interventi di pulizia generale non specializzata su edifici mediante operazioni tecniche di disinfezione, disinfestazione, derattizzazione e sanificazione conformi ai riferimenti normativi. L'attività si struttura in operazioni di facility management e gestione integrata degli immobili, includendo interventi programmati e di supporto tecnico per la manutenzione ambientale. Le operazioni tecniche vengono effettuate su edifici civili e infrastrutture, come evidenziato dalla partecipazione a procedure di aggiudicazione di contratti pubblici per interventi di pulizia e sicurezza ambientale.
742	ARCHIMEDE SOCIETA' PER AZIONI	78	Emilia-Romagna	Fornitura di forza lavoro mediante somministrazione con erogazione di manodopera a tempo determinato e indeterminato, intermediazione, ricerca e selezione del personale, supporto alla ricollocazione e formazione tecnica e addestramento per lavoratori, con integrazione di sistemi digitali per firma elettronica, fatturazione elettronica e reportistica amministrativa e contrattuale, oltre alla gestione di indagini di mercato e preventivazioni per procedure concorsuali in ambito di somministrazione interinale.
743	COOPERATIVA LAVORATORI ORTOMERCATO SOC. COOP. A R.L. DETTA ANCHE C.L.O.- S.C.R.L.	52	Lombardia	L'azienda esegue attività di carico, scarico, facchinaggio, trasporto, movimentazione, cernita e stoccaggio con o senza ausilio di mezzi meccanici, inquadrando tali operazioni nel settore della logistica distributiva per derrate alimentari, inclusi prodotti deperibili. L'organizzazione realizza operazioni di ricevimento merci, stoccaggio, preparazione ordini e spedizione, integrando processi di deposito conto terzi supportati da sistemi informatici per il monitoraggio degli inventari e il controllo della temperatura. Le attività comprendono inoltre operazioni di imballaggio, etichettatura, logistica inversa e movimentazione materiale per attività specifiche, incluse quelle legate a eventi. La partecipazione a bandi pubblici conferma l'esecuzione di servizi di trasporto e gestione logistica per la distribuzione e la movimentazione di prodotti e materiali.
744	SERVIZI INTEGRATI S.R.L.	81	Lazio	L'azienda opera nel settore dei servizi integrati per la gestione degli edifici, concentrandosi sull'implementazione di sistemi di pulizia, sanificazione, disinfezione, disinfestazione e derattizzazione, nonché sull'esecuzione di interventi specifici in ambito ospedaliero e pubblico. Le attività operative comprendono la manutenzione ordinarie e straordinarie degli impianti tecnici, inclusi sistemi elettrici, elettronici, idraulici, termici, di trasporto gas, ascensori, montacarichi e impianti antincendio, nonché l'installazione, l'ampliamento e la trasformazione degli stessi. L'azienda fornisce inoltre servizi di manutenzione del verde, interventi di vigilanza non armata e portierato e si occupa della gestione dei servizi ausiliari quali il facchinaggio, la logistica, il facchinaggio e la movimentazione delle merci. Sono gestiti inoltre processi relativi alla pulizia di ambienti specifici, quali unità di cura, refettori, frigoriferi utilizzati per il trattamento di alimenti e farmaci, e servizi di lavanderia industriale e noleggio biancheria per ambiti non rivolti al pubblico. Ulteriori attività operative includono la gestione della distribuzione pasti in contesti pubblici e ospedalieri e il trasporto di persone disabili e scolastico.
745	POSTEL - S.P.A.	82	Lazio	L'azienda opera nella gestione documentale integrata mediante archiviazione elettronica e fisica, dematerializzazione e digitalizzazione dei documenti; predispone soluzioni per la progettazione, programmazione e gestione di processi di stampa a dati variabili, inclusa la stampa tradizionale e in modalità print‐on‐demand, con confezionamento e invio multicanale di comunicazioni cartacee e digitali; realizza l'elaborazione e l'indicizzazione di basi dati indirizzi per campagne di direct marketing e gestisce processi di e-procurement; sviluppa soluzioni ICT per l'erogazione di servizi informatici volti alla gestione del catalogo elettronico e dei sistemi informativi per enti pubblici e privati
746	MARSH S.P.A.	66	Lombardia	L'azienda opera nel settore della mediazione assicurativa, erogando attività di brokeraggio per la stipula di coperture assicurative che includono polizze per responsabilità civile, sinistri, infortuni e rischi specifici, compresi quelli relativi al settore pubblico. Nel quadro dell'attività di intermediazione, vengono sviluppati servizi di consulenza per l'analisi e la gestione dei rischi, l'elaborazione di soluzioni assicurative personalizzate e l'erogazione di servizi di gestione dei sinistri. L'azienda si impegna, attraverso procedure tecniche per il calcolo delle esposizioni assicurative, nella predisposizione e nel monitoraggio di contratti assicurativi diversificati, con riferimento a coperture su base quadro e convenzioni relative a bandi pubblici per l'affidamento di servizi di brokeraggio.
747	HEINEKEN ITALIA SPA	11	Valle d'Aosta/Vallée d'Aoste	L'azienda opera nel settore della produzione birraria. Essa gestisce l'intera filiera produttiva, che comprende lo stoccaggio delle materie prime, la preparazione del mosto, la fermentazione, la maturazione, la filtrazione e il confezionamento. La filiera è organizzata in impianti industriali distribuiti in diverse località, con l'applicazione di tecnologie di birrificazione differenziate per le varie tipologie di prodotto. Il sistema produttivo integra la gestione logistica dei flussi di materie prime e di prodotti finiti, garantendo operazioni tecniche sulle fasi progressionali della trasformazione alcolica.
748	BENNET S.P.A.	47	Lombardia	La società opera prevalentemente nella gestione e conduzione di ipermercati e centri commerciali, mediante strutturazioni operative finalizzate al commercio all'ingrosso e al dettaglio di generi alimentari e beni di largo consumo, integrando l’approvvigionamento di derrate alimentari, integratori nutrizionali, prodotti surgelati destinati alla ristorazione veloce e dispositivi sanitari in contratti di fornitura assegnati in ambito pubblico, unitamente alla gestione di sistemi di pagamento mediante carte prepagate per interventi di supporto alimentare.
